,Latitude,Longitude
14610,40.628558437285115,-74.10001516605364
14689,40.5549915242479,-74.15708725104635
14697,40.628558437285115,-74.10001516605364
14698,40.628558437285115,-74.10001516605364
14709,40.62294714888349,-74.14253181582514
14712,40.603332061117406,-74.17307523943974
14713,40.603332061117406,-74.17307523943974
14793,40.54257919695047,-74.17439305817841
14851,40.63252790921658,-74.10853815383837
14915,40.55996849272749,-74.15460491672162
14981,40.562005294283566,-74.1118858213336
15013,40.562005294283566,-74.1118858213336
15186,40.554304663074625,-74.16151910359316
15222,40.5542854140152,-74.16154424720965
15279,40.554321324139984,-74.1613823972697
15310,40.55697602346359,-74.14011667547213
15462,40.63100696741911,-74.15645916557706
15515,40.56216684488001,-74.12554435211213
15542,40.635944940491626,-74.15230207688411
15633,40.55657227793897,-74.14032815290183
15721,40.583390266064086,-74.08978428019087
15890,40.62689078116542,-74.12666399512993
